,0,tag
7,r 16117 accidental extubation 1395 fall 1395 catheter related bloodstream infection 1288 acute renal failure 118 and venous thromboembolic events 644 patients who presented aes had significantly longer duratio,outcome
7, 978 days p  0000 and higher mortality rate 362 vs 132 p  0008 univariate analysis revealed the following factors to be associated to aes r,outcome
7,se 565 vs 191 p  000 corticosteroids use 717 vs 50 p  0012 sedative agents use 71 vs 221 p  0000 and delirium 507 vs 324 p  0000 multivariate regression model identified two factors as independently associated ,outcome
7,to aes delirium or 36 95ci 1 introduction early icu admission has been proposed as a mean to limit risk of clinical ,outcome
7,me were searched on pubmed 19802017 for adult patients with or without cancer differences in term of mortality is reported as risk ratio 95ci publication bias was assessed by visually inspecting the funnel plot ,outcome
7,ding 66 768 patients for the early admission group early icu admission was associated with decreased mortality using a random effect model rr 065 95 confidence interval 058073 i2  66 figure cicp among the 932 ci,outcome
7,luding 1272 with early icu admission were included early icu admission was associated with decreased mortality using a random effect model rr 069 95 confidence interval 052090 i2  85 to explore heterogeneity a m,outcome
7, and the cicp conclusion these results suggest that early icu admission is associated with decreased mortality in the general icu population and in cicp these results were however obtained from high risk of bias,outcome
7,valuation apache system ii the simplified acute physiology score ii saps ii and the sequential organ failure assessment score sofa patients and methods a retrospective study was performed in our micu between j,outcome
7, 191 631n  190 were male the most common reasons for admission were acute respiratory failure in 183 608 patients neurological and cardiovascular disorders in respectively 46 153 and 35 116 pati,outcome
7, 119 the overall mortality rate was 299 the best performing icu scoring system in this study was css which had an area under th,outcome
7,findings of the present study showed that sofa saps ii and apache ii had good accuracy in predicting mortality in icu however they are partially perfect this emphasize the importance of repeated validations of t,outcome
7,e scores css is an interesting not timeconsuming costless and minimally invasive tool for predicting mortality in icu introduction eliminating unnecessary health care may reduce the cost and improve the quality ,outcome
7,atients were included the most frequent presentation was consciousness impairment 70 with multiorgan failure sofa score 4 16 median percentiles 2575 the most frequent biological impairment was increase in lact,outcome
7,nd an uni following by a multivaried analysis were performed to determine the independent factors of mortality results during the study period 762 patients were admitted to intensive care for acute intoxication ,outcome
7,accidental poisoning carbon monoxide co ranked first n  56  73 the clinical picture was dominated by coma n  292 38 and digestive disorders n  129 17 the igsii and apache ii admission severity scores were 1,outcome
7, 3 respectively during the stay the main complications were inhalation pneumonia in 102 cases 30 of rodenticide poisoning shock in 50 cases 78 of drug poisoning and rhabdomyolysis i,outcome
7,n 44 case 18 of co poisoning nosocomial infection was observed in 14 patients 2 therapeutic management was mainly symptomatic with the use o,outcome
7,l ventilation in 290 cases 38 antibiotics in 14 of cases and vasoactive amines in 7 of cases overall mortality was 14 of all acute poisonings n  11 the independent mortality factors werea greater score than 18 o,outcome
7,r  2  p  0001 for apache ii the occurrence of hepatic cytolysis or  13  p  0001 an acute renal failure or  12  p  0001 recovered cardiorespiratory arrest or  24  p  0001 and length of stay more than 05 d,outcome
7,ays or  14  p  0001 conclusion although mortality from acute intoxication is low it is essential not only to raise awareness of the dangers of poisoni,outcome
7,n our hospital chu besancon in order to increase our graft pool in 2015 42 patients died after brain death and 28 patients were organ donor dbd in our hospitalcoupling dtc tcdb data would increase the statis,outcome
7,el it is likely that sepsisinduced immune suppression promotes tumor growthin cancerthensepsis model sepsis may rather inhibit tumor growth we herein investigated how sepsis and tolllike receptor tlr signalin,outcome
7,brosarcoma cells fourteen days later mice were subjected to a septic challenge through polymicrobial sepsis induced by cecal ligation and puncture clp or endotoxinic shock induced by intraperitoneal lipopolys,outcome
7, from septic or control mice and exposed to mhc1low yac1 or mca205 tumor cells results polymicrobial sepsis dampened tumor growth in wt and tlr2mice but neither in tlr4nor in myd88counterparts a similar tumor,outcome
7, challenge in wt mice the distribution of tumorinfiltrating nk and tcd8 cells was weakly affected by sepsis tcd8 did not undergo any significant functional changes among nk cells lps induced an expansion of t,outcome
7,ay reduce bleeding in severe postpartum hemorrhage and transfusions requirementthe new definition of sepsis and septic shock is usable in an icu oncological population with a same reliability similar to that ,outcome
7,a suspected infection the sofa score is more accurate than qsofa and sirs scores to predict hospital mortality 78 interventions splenic and pancreatic surgery 134 n  24 hepatic surgery 95 n  17 urological surger,outcome
7,urgery 33 n  6 and gastric surgery 33 n  6 median duration of followup was 266 months 95 ci 19 3339  mortality observed during this period was 298 n  53 95 ci 23 to 371 in univariate analysis risk factors associ,outcome
7,ated with mortality werea score asa  2 p  0004 preoperative malnutrition p  0001 preoperative cognitive disorders p  000,outcome
7, critically ill cancer patients has improved over the past decades data are scarce regarding biliary sepsis septic shock in ohp bssohp the main objective of this study was to evaluate hospital and 1year morta,outcome
7,ate analysis using logistic regression p  005 was considered as significant results for ohp hospital mortality was 24n  20 and 1year mortality 49n  37 in the control group it was 53n  2 and 54n  2 respectively f,outcome
7,or ohp and using multivariate analysis factors independently associated with hospital mortality weresapsii or introduction acute respiratory failure arf is a severe lifethreatening complication in,outcome
7, oncohematology patients arf is frequently mixed associating lesional and cardiogenic edema survival benefits from niv could be harder to demonstrate or may have been balanced by changes in ve,outcome
7, can differ according to arf etiology and severity niv has been validated in acute cardiac pulmonary edema and acute exacerbations of chronic obstructive pulmonary disease with decreased intubation and morta,outcome
7,nd reading of a book by cargivers or relatives during the icu stay or  201 95 ci 108374 p  003 organ failure was independently associated with less anxiety and or depression or  057 95 ci 033099 p  003 conclus,outcome
7,mission in the icu were included the physician and the nurse in charge of the patient at the time of death were asked to complete the questionnaire within 24 h after the death the psychometric validation was,outcome
7,e following factorsconflict with physicians pain managed by nurses alone rather than with physicians death disclosed to the family by phone or upon arrival rather than at the bedside and use of invasive trea,outcome
7, 1 not immunocompromised no dementia no liver failure no haematological disease and no use of psychotropic medication last higher score were associated wi,outcome
7,end of life conditionsdecision to withdrawing withholding therapies no cardiopulmonary resuscitation death disclosed to the family at the bedside rather than by phone or upon arrival at the icu conclusion we,outcome
7,e to incomplete data clusters experienced different trajectories throughout icu stay with higher icu mortality for group 2 and the highest amount of organ support moreover clusters evolution was different after ,outcome
7,hospital discharge overall oneyear survival was 538 mortality was higher in group 2 and 3 when compared to group 1 p  003 see figure  163 patients 62 of survivors,outcome
7,fference was observed between the two periods regarding severity igs2 and sofa at admission or inicu death after the educational program the median volume of blood culture per bottle increased from 32 ml 95 ,outcome
7,s 79 p  0035 imv 76 vs 315 p  0000 sedative use 76 vs 315 p  0000 polyneuromyopathy 28 vs 22 p  0000 delirium 167 vs 11 p  0008 catheterization 56 vs 216 p  0001 duration of imv 658 ,outcome
7,ession found that ri odds ratio or  8329 01unit step ci95 149146514 p  00001 and sepsisrelated organ failure assessment score or  151 ci95 112203 p  0001 predicted persistent aki conclusion dopplerbased renal ,outcome
7,factors influencing ri introduction acute kidney injury aki in intensive care units icu carries high mortality and morbidity potential activation of the reninangiotensinaldosterone system during aki may play a r,outcome
7, aki nevertheless an ancillary study from the frogicu cohort icm may 2018 has recently shown a lower mortality after 1 year of followup for patients receiving an acei arb after an episode of aki kdigo 1 to 3 at ,outcome
7, present study analyzes the use of acei arb after kdigo 3 aki and their potential effect on longterm mortality patients and methods ancillary of the akiki study nejm 2016  375122133 all patients discharged alive,outcome
7, from icu were included and their longterm prognosis 2year mortality was assessed according to treatment with acei arb at icu discharge using both univariate and multiva,outcome
7, a higher saps 3 p  002 and a higher rate of catecholamine infusion p  0008 during aki however 2year mortality did not significantly differ between the two groups 12 45 27 with acei arb vs 55 303 18 p  018 morta,outcome
7,received an acei arb at icu discharge after an episode of severe aki we did not find a difference in mortality in favor of the reninangiotensinaldosterone system blockers such as observed in the ancillary study ,outcome
7,or a lack of power of our study conclusion this study does not confirm a positive effect on longterm mortality a randomized controlled trial of acei arb at icu discharge after an episode of severe aki is warrant,outcome
7,ed introduction chronic kidney disease ckd is associated with high mortality related to sepsis some studies have already shown uremic toxins action on vascular and immune disorders during ckd but,outcome
7, concentrations indoxyl sulfate is paracrésyl sulfate pcs and fgf23 during the first weeks of kidney failure in a uremic mice model and their consequences during endotoxemia patients and methods in this study ,outcome
7, in this experimental study the accumulation of uremic toxins appeared early in the course of kidney failure and was associated with local expression of proinflammatory molecules this accumulation of toxins wa,outcome
7,s associated with a higher mortality to endotoxemia decrease of pcs and fgf 23 concentrations was associated with the improvement of surv,outcome
7,ival to lps challenge the early accumulation of uremic toxins and their potential role in sepsis mortality need to be confirmed during aki in humans introduction aki is a dreaded complication in patients wit,outcome
7,h hematological malignancies associated with increased morbidity and mortality moreover aki may preclude the ability to receive further chemotherapy however current knowledge on t,outcome
7,e 1 16 17 aki stage 2 and 29 32 aki stage 3 of whom 14 15 required renal replacement therapy rrt icu mortality of rrt patients was 78 overall median duration of aki was 5 310 days and increased from 4 37 days in,outcome
7,omes 1 showed that a delayed rrt strategy in the absence of lifethreatening condition did not affect mortality but allowed nearly 50 patients to escape rrt compared to an early rrt strategy in patients with kdig,outcome
7,e objectives of this study were to determine1 the influence of bmi on icu immunocompromised patients mortality 2 the risk factors of icu mortality according to the bmi patients and methods a post hoc analysis of,outcome
7,icumortality after multivariate cox analysis including initial oxygenation strategy sequential organ failure assessment sofa score without respiratory item pao2 fio2 ratio  100 at icu admission invasive mechan,outcome
7,lation pattern of chest x ray and etiology of arf higher bmi was significantly associated with lower mortality rate adjusted hr ahr  098097100 p  002 no centre effect was observed two bmi groups were separatedlo,outcome
7, the low bmi  28 kgm2 groupahr  081065100 p  005after multivariate cox analysis some risk factors of mortality were common to both groupssofa score without respiratory item niv use and invasive mechanical ventil,outcome
7,in our country data was analyzed using spss 200 softwareinfections are a frequent complication after stroke pneumonia is the most frequent site of infection and is associated with lower survival and impaired ,outcome
7,neurologic outcome studies focusing on intensive care patients show the highest incidence of pneumonia but are very heterogeneous in the severity of selected patients to date there is no study focusing e,outcome
7,xclusively on the epidemiology and prognostic impact of pneumonia in mechanically ventilated stroke patients furthermore previous studies lack the adjustment for early decisions to forgo lifesustainin,outcome
7,003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016  we included all adult ischemic stroke patients admitted to the icu who required invasive mechanical ventilation at icu admission the relat,outcome
7,ion between the occurrence of pneumonia during icu stay and 30day mortality was investigated using a cox proportional hazard model adjusted on dflst data are presented as media,outcome
7,95 patients age 69 6176 years male gender 132 677 patients from 11 icus on icu admission the glasgow coma scale score gcs was 6 3 0 and the simplified acute physiology score 2 saps 2 score was 56 4566 patie,outcome
7,val at day 3six 6 months and one year was 44 32 6 and 297 respectively during icu stay there were 90 pneumonia episodes occurring at least once in 74 379 patients pneumonia caused sepsis and septic shock sepsis3,outcome
7, definition in 40 444 and 33 367 cases respectively after adjustment the occurrence of pneumonia during icu stay was not associated with 30day mortality figure 1 conclusion in this cohort of mechan,outcome
7,ically ventilated patients with acute ischemic stroke pneumonia was a frequent complication but was not associated with 30day mortality impact of pneumonia on funct,outcome
7,nacute respiratory failure in obesityhypoventilation syndrome managed in the intensive care unit nader chebib speaker 1 introdu,outcome
7, usually associated with poor outcomes as prolonged duration of mechanical ventilation mv and higher mortality circi may alter cardiac and vascular functions weaninginduced pulmonary oedema wipo is a major mecha,outcome
7,nism of weaning failure the aim of this study was to evaluate the role of circi in patients with difficult ventilator weanin,outcome
7,r study over a 2year period all patients admitted to icu and treated with hfnc for acute respiratory failure were included patients who were never weaned from hfnc during icu stay those who were treated with h,outcome
7,ice guidelines recommend firstline noninvasive ventilation niv to manage acute hypoxemic respiratory failure in immunocompromised patients in contrast in nonimmunocompromised patients the experts were unable t,outcome
7,a recommendation given the uncertainty of evidence immunocompromised patients have particularly high mortality rates when they require invasive ventilation however it is not clear whether immunosuppression statu,outcome
7,s is a risk factor for niv failure we aimed to assess the influence of immunosuppression status on outcomes of patients treated with ni,outcome
7,v for acute respiratory failure patients and methods we performed a post hoc analysis pooling 2 prospective studies on acute hypoxem,outcome
7,ic respiratory failure patients treated by niv were included those with cardiogenic pulmonary edema acuteonchronic respiratory failure or hypercapnia were excluded results among the 208 patients analy,outcome
7,ived higher pressuresupport levels under niv than nonimmunocompromised patients intubation and inicu mortality rates were higher in immunocompromised patients than in the others61 43 out of 71 patients vs 43 p  ,outcome
7,was independently associated to intubation with an adjusted or of 218 95 ci 118414 p  001 and to icu mortality or 344 95ci 173703 p  0001 conclusion immunosuppression status influences outcomes in patients with ,outcome
7,acute hypoxemic respiratory failure treated with niv studies in this specific population are mandatory,outcome
7,nf28 diagnostic tools used and pathogens involved in ventilatory acquired pneumonia in picu a oneyear prospective multicenter database the incipave study,outcome
7,nstephane dauger speaker 1 introduction ventilatory acquired pneumonia vap is one of the main nosocomial infection in adult icu to date only one prospective multicenter study performed during six months in,outcome
7,on tracheal aspirate with quantitative culture is still the method of choice to diagnose vap in picu nosocomial pathogens are mainly involved after 6 days of mv a more precise analysis is planned after cleaning o,outcome
7, parapneumonic effusions and pleural empyema are common complications of communityacquired bacterial pneumonia in children there is not yet a consensus concerning the management of this pathology and experts rec,outcome
7,i oxygenation saturation index was the only preecmo parameter significantly associated with a higher mortality we identified a significant modification the adjuvant therapy illustrated by a sharpe increase for t,outcome
7,d to superantigenic activation of tlymphocytes responsible for major cytokines storm with multiorgan failure while immunosuppression induced by ss is now demonstrated in adults and children we investigated whe,outcome
7,hildren under 18 yearsold consecutively admitted into pediatric intensive care unit for ss surviving sepsis campaign goldstein criteria or tss center for disease control between september 2014 and july 2018 c,outcome
7,fter shock onset clinical data were collected prospectively as well as severity scores and secondary nosocomial infection occurrenceresults fortysix ss 12 tss and 30 controls were recruited at each time points mh,outcome
7,apies introduction septic shock is a common pathology in intensive care units responsible for a high mortality rate extracorporeal life support ecls is used when patients no longer respond to standard treatments,outcome
7,th septic shock the septic shock score sss proved highly reliable in identifying patients at risk of death and was able to define refractory septic shock the objective of our study is to evaluate two version,outcome
7,al criteria were collected to calculate the different predictive scores of septic shock the group of deceased patients and the group of living patients were compared at these different times results 38 patients,outcome
7, hospitalization at all times studied both the bsss and the csss had poor reliability in identifying deceased children the vasoactiveinotropic score is significantly higher at ecls starting time in deceased pat,outcome
7, pediatric intensive care units to clarify ecls success criteria characterize the evolution of organ failure and thus better define ecls uses in children with septic shock we aimed to identify early predictors,outcome
7, of a co defined as an icu stay  2 days the need for vital support or death in children with scd patients and methods retrospective observational cohort study of scd patients o,outcome
7, center results of the 2559 infants admissions in the carabdrepa cohort 174 68 had a co of whom 6 02 death using multivariate analysis we found significant predictors of coan episode of dactylitis defined as,outcome
7, 95 084118 a delay between first symptom and medical contact or 13 ic 95 104165 and an admission for sepsis or 132 ic 95 044385 our model demonstrated good predictive performances in terms of discrimination c,outcome
7,eatening complications episodes of dactylitis with a sustained drop of hemoglobin  associated with a sepsis context and a delay in medical care are strong predictors of a complicated outcome introduction trau,outcome
7,matology is the leading cause of death in young adults and children hemorrhagic shock is a major aggravating factor in trauma however there,outcome
7, were identified by means of a computerized database internal to the service the primary outcome was death results from january 2014 to april 2018 947 multiple trauma children were admitted in the service am,outcome
7,lood transfusion 70 ml kg over 24 h and only 37 required a surgical hemostasis procedure the overall mortality was 41 with an average triss of 45 we had 2 unexpected survivors and 1 unexpected death according to,outcome
7, admitted in hemorrhagic shock in our center these children were heavily traumatized with an overall mortality rate of 41 however the triss method revealed an observed mortality 39 lower than the predicted morta,outcome
7, to identify predictive factorswe found an association between muscle lactate clearance and hospital mortality with a statistically significant difference at h54 p  0037 h60 p  0033 and h72 in the study p  0012 ,outcome
7,we also found an association between clearance of muscle lactate to pyruvate ratio and hospital mortality with a statistically significant difference at h54 p  0015 h60 p  0001 and h72 of the study p  0 04 ,outcome
7,introduction mortality from septic shock remains high undernutrition during septic shock is responsible for significant mor,outcome
7,rs the sex ratio was at 704 the most common comorbidities were hypertension in 5432 patients cardiac failure in 36213 situations and diabetes in 32189 cases the mean sapsii score was 3834,outcome
7, 1329 on icu admission 94 of patients have acute circulatory failure and 124734 patients required mechanical ventilation mortality rate in this study was around 491 leng,outcome
7,nd length of invasive ventilation medians was 8 1  39  during their icu stay evolution was marked by death of 83491 patients mortality was significantly higher in patients with cardiac failure 6388 vs 4471 p,outcome
7,23 p  0000 a high plasma urea and plasma creatinine concentration were significantly associated with mortality p  0000 p  0003 respectively conclusion copd exacerbation is a frequent cause of hospitalization in ,outcome
7,with a poor outcomes development of shock and acute kidney injury were significantly associated with mortality eighty nine patients were enrolled mean age was 67 ,outcome
7,1 of all cases twenty two patients were intubated immediately after hospitalization and 32 after niv failure mortality was 40 the duration of copd progression p  0039 exacerbations frequency per year p  0013 p,outcome
7, any risk for the patient introduction we aimed to determine the incidence and the prognostic impact mortality and length of intensive care unit icu stay los of pulmonary embolism pe in critically ill patients w,outcome
7,ics however most of patients on pe group developed shock 714 on icu admission or during icu stay icu mortality was significantly higher in the pe group 679 vs 445 p  0024 in addition the icu los was significantl,outcome
7,evere copd exacerbation requiring icu admission moreover pe was significantly associated with higher mortality and icu los in critically ill patients with severe copd exacerbation introduction the impact of home,outcome
7, ventilation on survival of patients with chronic respiratory failure is still debated most studies that included patients with chronic hypercapnia away from hospitalisat,outcome
7,e ventilation patients and methods all patients surviving their icu stay for hypercapnic respiratory failure were considered for home ventilation on the following basisfrequent exacerbators under longterm oxyg,outcome
7,f49 incidence epidemiology and prognosis of viral respiratory infections in severe acute respiratory failure in human immunodeficiency virus hiv infected adults,outcome
7,nalexandre elabbadi speaker 1 in addition to respiratory failure 5 19 presented with shock clinical picture included fever in 23 patients 89 cough in 19 73 whereas e,outcome
7,xtrapulmonary symptoms were less common 11 to 31 ctscan patterns included alveolar consolidations in 14 54 patients ground glass opacities in 10 38 and septa thickening in 3 12 all bu,outcome
7,eing required in 11 patients 42 vasopressors in 11 42 and renal replacement therapy in 4 15 hospital mortality rates was 31 and was found to be associated with hemodynamic failure renal replacement therapy and n,outcome
7,on hmpv is found in the respiratory tract of 21 of immunocompromised patients with acute respiratory failure and in all but 8 cases another pathogen is also identified ct patterns have nothing unique and could,outcome
7,nhelmi amri speaker 1 introduction critically ill influenza patients have a mortality rate about 20 coinfections especially invasive aspergillosis have recently been documented amongst t,outcome
7, by icu health workers moreover a high incidence of cardiovascular events acute coronary syndrome or stroke within the first 15 days after the influenza illness has been described for a few years the aims of ,outcome
7,as 60 95ci 4873  i2  94 icu admission was required in 20 of patients 95ci 1427  i2  90 last hospital mortality was 6 49  i2  79 factors associated with heterogeneity were assessed using metaregression heterogene,outcome
7,nf54 impact and characteristics of respiratory viruses infection during severe acute respiratory failure in adults,outcome
7,njérémie pichon speaker 1 analysis of day90 mortality were performed kaplanmeier curves of day90 mortality according to age and main risk factors were computed results 1011 patients were included age categor,outcome
7, 64 was significantly associated with higher mortality rate in univariate analysis hr  154 126188 p  00001 after multivariate cox analysis main risk factor,outcome
7, for mortality were age ,outcome
7, 3 hr  147 140187 p  00024 and severity at inclusion assessed by sequential organ failure assessment sofa score at admission in icu per one unit increase hr  118 115121 p  00001 however haem,outcome
7,ty score index without age and reason for icu admission were not significantly associated with day90 mortality figure 1 shows the kaplanmeier survival analysis of the relation between age ps and day90 mortality ,outcome
7,p  00001 conclusion older age is significantly associated with higher day90 mortality a threshold of 64 y was found to be the most accurate to discriminate dead from alive patients despi,outcome
7,oduction hemophagocytic syndrome hs is a rare lifethreatening condition that can lead to multi organ failure including shock in severe hs symptomatic treatment relies on etoposide vp16 infusion hemodynamic ins,outcome
7, twothird n  28 were of male gender and median age was 48y iqr 3762 shock n  15 37 acute respiratory failure n  10 25 and monitoring n  8 20 were the main reasons for icu admission,outcome
7,sfusion of packed red blood cells is associated with an increased risk of icuacquired infections and mortality in septic shock patients,outcome
7,he patients required mechanical ventilation n  34 and median lactate level was 4 mmoll 2769 hospital mortality was 47 n  19 and was associated with severity as assessed by need for mechanical ventilation 100 vs ,outcome
7,ne and oliguria conclusion our results suggest a high severity of hs patients with acute circulatory failure a high hospital mortality and a hemodynamic worsening in the 24 h following etoposide infusion chang,outcome
7,st regarding patients with hgg the aims of our study were 1 to analyze factors associated with 1year mortality in patients with hgg admitted to the icu and 2 to assess the functional status and anticancer therap,outcome
7,1 introduction cardiogenic shock cs remains a severe but poorly understood pathology many predictive death scores have been previously described but have focused in ischemic cs and took into account data rel,outcome
7,ese patients so there is an urgent need for simple and objective criteria to assess the shortterm cs mortality regardless of the initial etiology patients and methods frenshock registry nct02703038 was a large p,outcome
7,l oliguria marbling confusion and or biological hypoperfusion lactates  2 mmoll hepatic and or renal failure we studied factors related to 30d mortality using kaplanmeier analyses and cox proportional hazards ,outcome
7,e 66yo nonischemic cs were predominant n  491 64 although type 1 infarction was infrequent n  134 17 mortality at 30days was 26 n  201 non survivors were older had more previous renal failure marbles and atrial ,outcome
7, mmoll low egfr especially  30 mlminm 2  low lvef especially  30 as significant predictors of 30days mortality ischemic etiology or type 1 infarction were not predictive conclusion our multicentric and prospecti,outcome
7,ognosis five simple practical and easy to find signs were found significant predictors of short term mortality and could be useful in providing a more accurate and stratified definition of css patients in order ,outcome
7,levosimendan was the only remaining factor associated with a significant reduction of vaecmo weaning failure hazard ratio  016 95confidence interval00407 p  001 kaplanmeier survival curves showed that the surv,outcome
7,gnificant difference was found between the levosimendan and nonlevosimendan groups regarding 30 days mortality after propensity score analysis hazard ratio  055 95 confidence interval027110 p  009,outcome
7,16 21 27 and 35 p  0001multivariate logistic regression showed that in addition to age chronic heart failure saps2 admission diagnosis pf  100 and ards having  2 causes of hypoxemia was associated with icumort,outcome
7, with very low tidal volume the optimal positive endexpiratory pressure peep should combine the best alveolar recruitment with minimal overdistension electrical impedance tomography eit provides a noninvasive r,outcome
7,e this ventilation strategy significantly reduced pulmonary biotrauma which could therefore decrease ventilator induced lung injury however the optimal ultraprotective ventilation strategy once vvecmo is initiate,outcome
7,ysis igs ii score and the use of mechanical ventilation in ed were significantly associated with the mortality in icu discussion the los in ed was not associated with the mortality in icu in our study dead group,outcome
7,prospective study introduction microcirculatory alterations are frequently observed in patients with sepsis in vivo microdialysis md is a bedside technique that can monitor tissue metabolic changes we conduct,outcome
7,o assess the performance of muscle lactate and lactate to pyruvate l p ratio clearance in predicting mortality in septic shock patients by using microdialysis,outcome
7,nf76 recruitment maneuver use in ards patients and mortality a systematical review and metaanalysis,outcome
7,ociated with longer length of stay more bacteremia 17 vs 6 septic shock within 7 days 2 vs 05 28days mortality 5 vs 2 p ,outcome
7,l biomarkers remain not specific enough in infected patients lymphopenia known to be associated with sepsis in the icu has not yet been evaluated as a potential infection biomarker in the ed on the contrary w,outcome
7,ntensive care unit these frequent sequelae can have a serious impact on the quality of life autonomy morbidity and mortality of such patients and can last for several years after the initial hospitalization alth,outcome
7,iratory distress syndrome and septic shock and 14 34 for another diagnosis such as acute respiratory failure or severe intoxication thirteen patients 34 were still hospitalized in rehabilitation on the followu,outcome
7,ciency for converting left ventricular power into forward flow this relationship may be disrupted in sepsis we devised a pilot study to investigate the feasibility of using speckle tracking echocardiography s,outcome
7,te to examine ea as a surrogate for conventional equations based on blood pressure and stroke volumes in icu patients we then chose a group of septic patients and a group of nonseptic patients i,outcome
7,arotid artery examination invasive blood pressure measurements and echocardiographic measurements of stroke volumes and ejection fractions were used to calculate ea and ees by conventional means carotid ste w,outcome
7,f epigoal study xavier chapalain speaker 1 introduction fluid infusion is one of the cornerstones of sepsis resuscitation therapies however a paradigm shift is currently occurring as concerns have been raised,outcome
7,np50 predictive ability of early prediction of delirium for intensive care epredeliric to diagnose delirium in a low nursetopatient ratio belgian icu cohort,outcome
7,nuniversity icu the main outcome of this study was the predictive ability of epredeliric to diagnose delirium therefore a correlation between a positive epredeliric score  or  50 and an icdsc score  or  4 inten,outcome
7,sive care delirium screening checklist was searched in a subsequent analysis the performance of epredeleric was used in,outcome
7,rgery vs other patients we also compared the abilities of epredeleric and apache ii score to predict delirium patients and methods this study was approved by the medical ethical committee and all patients signe,outcome
7,lcoholism the epredeleric score was calculated by the physician 24 h after admission the presence of delirium was screened by the nurses during a period of five days with icdsc scale and nics nursing instrument,outcome
7,munication of sedation score results 80 patients were eligible for analysis the overall incidence of delirium was 20 with the highest incidence of newonset delirium on day 2 the results of the roc analysis figu,outcome
7,ric score is highly discriminant auc0881 95 ci07960966as seen in other studies a higher incidence of delirium in the post cardiac surgery group 38 patients with three times more delirium in this group compared ,outcome
7,method for teaching respiratory settings can be responsible for some asynchronies which may increase mortality of our patients 1  for this reason we develop a simulator of spontaneous artificial ventilation simv,outcome
7,umes and inspiratory adaptive muscle pressure asynchrony index was patient ineffective efforts ie ie ventilator respiratory rate ventilatory protocols were baselineps optimalps and optimalti optimal meant decreas,outcome
7,giving analgesics painkillers with llst to ensure the absence of pain during terminal stages even if death may be hastened by their use 69 regret the lack of ethics consultations or committees conclusion lim,outcome
7,is practice according to the subtype of dflst withholding or withdrawal and the subtype of infection sepsis or septic shock there were significative statistical differences on hospital mortalityfor sepsis 17 ,outcome
7, score and fungal infection or 76 ic 95 616 914 p  001 conclusion dflst are an independent factor of mortality in patients with sepsis and septic shock in icu this result may influence our clinical practice and ,outcome
7,np77 concept of encephalic death and organ donation to consultants in a moroccan non university hospital center,outcome
7,nhanane ezzouine speaker 1 introduction encephalic death and organ donation are widely debatedthe promotion of organ donation including a brain dead donor re,outcome
7,of consultants in a nonuniversity hospital center concerning organ donation and the concept of brain death patients and methods we carried out a descriptive study for one year in a moroccan nonuniversity hos,outcome
7,re was filled out anonymously and aimed to evaluate organ donation knowledge of the concept of brain death and organ transplantation in braindead patients the wearing of a voluntary organ donor card the disc,outcome
7,sture of charity 1217 a gesture of altruism and 1177 a duty8581 do not know what it is an encephalic death 7037 do not know that there were donations of organs of patients in a state of brain death 3426 know,outcome
7, it there are contraindications to the organ donation of patients in a state of encephalic death 5595 do not agree to donate one of their organs during their lifetime5769are for organ donation for ,outcome
7,an donor card 8624 agree to receive an organ from a living donor and 1242 to receive an organ from a deceased donor 8822 have never reported their positions to their loved ones 7394 are in favor of organ donati,outcome
7,on after their death 4550 replied that the muslim religion allows living organ donation to live and 2172 replied that it ,outcome
7,authorizes the donation of organs from living to organs of a patient in a state of encephalic death to a living conclusion a clear disparity is found in the conception of brain death and organ donatio,outcome
7, mdma is responsible for serotoninergic toxicity leading to the onset of hyperthermia and multiorgan failure our objectives were to describe the time course of body temperature serotoninergic signs and biologi,outcome
7,n  34 presented significantly more severe symptoms than users by inhalation n  25 with lower glasgow coma score p  002 more intense adrenergic syndrome p  0009 for tachycardia more elevated plasma lactate c,outcome
7,ne use p  00001 cocaine snorting patients more frequently developed cardiac arrest p  002 aspiration pneumonia p  004 and requested mechanical ventilation p  00002 conclusion cocaine use may lead to severe compl,outcome
7,e icu and 2 to investigate bromazepam pharmacokinetics in overdose and the relationships between the coma depth and plasma bromazepam concentration on admission patients and methods we conducted a retrospec,outcome
7,tion between the presumed ingested dose of bromazepam the plasma concentration of bromazepam and the coma depth determined by the glasgow coma score by calculating the pearsons coefficients and using the ba,outcome
7,bromazepam concentration on admission of 188 mg l 087270 consciousness impairment was marked glasgow coma score 9 314 hypotonic coma 43 and decrease loss in tendon reflexes 26 complications included aspirat,outcome
7,ion pneumonia 49 increase in liver enzyme 79 cardiovascular 21 and renal failure 10 sinoand atrioventricular blocks were found in 17 of the cases flumazenil bolus dose of 03 mg 0204,outcome
7,ntilated in the subgroup of monointoxications with bromazepam no significant correlation between the coma depth and the plasma bromazepam concentration was observed r2  01  bartletts test p  03 factors asso,outcome
7,ciated with the requirement of tracheal intubation vs flumazenil use included lower glasgow coma score p  0002 and more elevated serum lactate concentration p  003 no significant relationship was e,outcome
7,onsequences the ingested dose and the plasma concentration of bromazepam are not correlated with the coma depth and do not predict the necessity of tracheal intubation thus suggesting high interindividual v,outcome
7,14 tachycardia 643 with an average of 114 bpm 102 145 hallucinations 57 and hypertension 57 the five coma patients were intubated and required sedation with midazolam in 60 only one patient required curare ,outcome
